	Raman shift	Intensity	Baseline	Corrected Intensity	Curve 1	Curve 2	Curve 3	Curve 4	Curve 5	Fit Sum
139.0	559.309	14694.3	13529.23113847582	1165.0688615241797	0.5753702822702018	0.9961864065267215	6.124167861419343E-107	4.820420381406311	0.1306755627555699	6.522652632958804
140.0	562.863	14588.3	13559.791923822007	1028.5080761779918	0.581072619013275	1.0051855862644832	4.888095918772656E-106	4.854111143067127	0.13150361374200278	6.571872962086887
141.0	566.414	14536.1	13590.079975070954	946.0200249290465	0.5868551638559294	1.0142994363051805	3.8613216521388896E-105	4.88812722156868	0.13233884992227365	6.621620671652064
142.0	569.965	14512.4	13620.09655330031	892.3034466996905	0.5927243922090949	1.0235377256427034	3.0241192972919305E-104	4.922501874604342	0.13318206735984364	6.671946059815984
143.0	573.515	14470.7	13649.842929047914	820.8570709520864	0.598680353665165	1.0329000733305667	2.346812497679512E-103	4.957230321938407	0.13403312716573929	6.722843876099877
144.0	577.061	14541.3	13679.320381774634	861.9796182253649	0.6047196071113732	1.0423806200363437	1.8014834169490466E-102	4.992287576898354	0.13489139640745162	6.774279200453522
145.0	580.608	14489.9	13708.53019914989	781.3698008501087	0.6108523767447568	1.0519949425172	1.3718523585937146E-101	5.0277278217858985	0.13575817985487296	6.826333320902728
146.0	584.153	14541.3	13737.473677462902	803.8263225370974	0.617075303703083	1.061737277869701	1.034583563414892E-100	5.063526227569723	0.1366328474041057	6.878971656546612
147.0	587.695	14464.9	13766.152120816581	698.7478791834183	0.6233883455494307	1.0716070713928312	7.722629865528143E-100	5.099677283957093	0.13751524263304313	6.932187943532398
148.0	591.238	14573.1	13794.566841352102	778.5331586478987	0.6298005101144603	1.081617886626778	5.718674031962903E-99	5.136226974216469	0.1384064645901418	6.986051835547849
149.0	594.778	14636.9	13822.719158198108	814.1808418018918	0.6363064823074714	1.0917608920885418	4.191576512054264E-98	5.173139276860444	0.13930561116683765	7.040512262423294
150.0	598.318	14684.7	13850.610398268576	834.0896017314244	0.6429137068159833	1.1020471516063632	3.046135556265334E-97	5.210450641543634	0.1402135463952315	7.095625046361212
151.0	601.856	14737.1	13878.24189661928	858.8581033807204	0.6496204730115842	1.112473438155969	2.1924379902970234E-96	5.248145413293779	0.14112986464189198	7.151369189103224
152.0	605.392	14715.0	13905.614996646886	809.3850033531144	0.6564287657382157	1.1230422702951997	1.562852391535376E-95	5.286228764923589	0.14205466730023839	7.207754468257242
153.0	608.928	14913.1	13932.731050336633	980.368949663367	0.6633445617405909	1.1337623297874468	1.1046043685089561E-94	5.324727850192463	0.14298858812321066	7.264823329843711
154.0	612.46	14835.6	13959.591417767617	876.0085822323836	0.6703621239771865	1.1446241243589694	7.723946346524569E-94	5.36360446901459	0.1439306751623253	7.322521392513071
155.0	615.993	14928.0	13986.197468822607	941.8025311773927	0.6774935749158667	1.155645793487134	5.358161890505507E-93	5.402919284036321	0.14488237223409553	7.380941024673418
156.0	619.523	14968.1	14012.550582144464	955.5494178555364	0.6847331312926186	1.166817751027794	3.679487031224291E-92	5.442633687755966	0.14584271764282797	7.440027287719206
157.0	623.053	15088.1	14038.652145794065	1049.447854205935	0.6920892484614534	1.1781523850305096	2.505355885661065E-91	5.482787258063348	0.14681264120303023	7.4998415327583405
158.0	626.58	15108.0	14064.503557387785	1043.496442612215	0.6995580357916681	1.1896430218796952	1.6887251826137865E-90	5.523351794419994	0.14779143398117442	7.560344286072532
159.0	630.108	15116.9	14090.106225036468	1026.7937749635312	0.7071504395628168	1.201305795707937	1.1292728709896407E-89	5.56437952574282	0.14878032746891767	7.621616088482492
160.0	633.632	15178.4	14115.461567285918	1062.9384327140815	0.7148581861315345	1.2131272783263087	7.471784068824601E-89	5.605818441587478	0.14977803922171573	7.683581945267037
161.0	637.157	15158.1	14140.571012949871	1017.5289870501292	0.7226947661156894	1.2251274197731874	4.9046076072234156E-88	5.647733587148818	0.15078610588682584	7.746341878924521
