;Raman shift;Intensity;Baseline;Corrected Intensity
360;1311.87;20642.1;18564.43468624557;2077.665313754427
361;1315.13;20779.8;18590.68614588551;2189.11385411449
362;1318.39;20951.6;18617.015321933737;2334.5846780662614
363;1321.65;21187.2;18643.41964981739;2543.7803501826093
364;1324.91;21330.9;18669.896588309453;2661.003411690548
365;1328.16;21572.9;18696.443621620696;2876.4563783793055
366;1331.42;21914.1;18723.058260571925;3191.041739428074
367;1334.67;22063.6;18749.738044748494;3313.8619552515047
368;1337.93;22322.9;18776.48054564617;3546.4194543538324
369;1341.18;22495.0;18803.283367899316;3691.7166321006844
370;1344.43;22702.8;18830.144151606484;3872.655848393515
371;1347.68;22878.1;18857.060573783376;4021.039426216623
372;1350.93;22924.9;18884.030350172234;4040.8696498277677
373;1354.18;23027.8;18911.051236725703;4116.748763274296
374;1357.42;23082.1;18938.121029805097;4143.978970194901
375;1360.67;22864.9;18965.237566939202;3899.6624330607992
376;1363.91;22711.6;18992.39872709658;3719.2012729034177
377;1367.15;22737.8;19019.602428242415;3718.1975717575842
378;1370.39;22459.6;19046.846625533883;3412.753374466116
379;1373.63;22434.3;19074.129311310135;3360.1706886898646
380;1376.87;22283.4;19101.448512037834;3181.9514879621674
381;1380.11;22099.9;19128.802287785333;2971.0977122146687
382;1383.35;21970.8;19156.1887304405;2814.6112695595
383;1386.58;21851.2;19183.605961602178;2667.594038397823
384;1389.81;21722.3;19211.052131015324;2511.2478689846757
385;1393.05;21498.1;19238.52541510082;2259.574584899179
386;1396.28;21528.3;19266.024015392028;2262.2759846079716
387;1399.51;21424.1;19293.546156018056;2130.553843981943
388;1402.74;21488.8;19321.090083730756;2167.709916269243
389;1405.97;21351.4;19348.65406658753;2002.7459334124724
390;1409.19;21321.7;19376.23639432286;1945.4636056771415
391;1412.42;21303.4;19403.835376698677;1899.564623301325
392;1415.64;21272.7;19431.449342931548;1841.2506570684527
393;1418.86;21086.1;19459.07664123368;1627.023358766317
394;1422.09;21184.6;19486.715638229773;1697.884361770226
395;1425.31;21253.8;19514.364716814736;1739.435283185263
396;1428.53;21149.6;19542.02227686232;1607.5777231376778
397;1431.74;21079.4;19569.68673564062;1509.7132643593832
398;1434.96;21126.9;19597.35652649347;1529.5434735065319
399;1438.18;21142.8;19625.03009786185;1517.7699021381486
400;1441.39;21015.3;19652.705913482154;1362.5940865178454
401;1444.6;20997.1;19680.38245226845;1316.7175477315468
402;1447.82;21168.2;19708.05820676075;1460.1417932392505
403;1451.03;20983.4;19735.731682666225;1247.668317333777
404;1454.24;21000.6;19763.40140029346;1237.1985997065385
405;1457.44;20877.0;19791.065892427723;1085.9341075722768
406;1460.65;20964.7;19818.723704226268;1145.976295773733
407;1463.86;20943.9;19846.373391705678;1097.5266082943235
408;1467.06;20976.4;19874.013522342284;1102.3864776577175
409;1470.27;20921.3;19901.642674587656;1019.6573254123432
410;1473.47;20872.7;19929.259437917226;943.4405620827747
411;1476.67;20903.0;19956.862412002974;946.1375879970255
412;1479.87;20901.9;19984.450205951292;917.449794048709
413;1483.07;20857.1;20012.02143832992;845.0785616700778
414;1486.26;20861.7;20039.57473688108;822.12526311892
415;1489.46;20910.8;20067.108737797764;843.6912622022355
416;1492.66;21010.8;20094.622085494204;916.1779145057953
417;1495.85;20940.8;20122.113432821534;818.6865671784653
418;1499.04;21110.4;20149.581441792652;960.8185582073493
419;1502.23;21088.3;20177.024782607317;911.275217392682
420;1505.42;21188.7;20204.442135073463;984.2578649265379
421;1508.61;21361.4;20231.832188111763;1129.5678118882388
422;1511.8;21281.4;20259.19364048547;1022.20635951453
423;1514.99;21492.9;20286.525202253506;1206.3747977464955
424;1518.17;21556.4;20313.825593696834;1242.574406303167
425;1521.36;21607.8;20341.093547160177;1266.7064528398223
426;1524.54;21787.9;20368.327807413978;1419.5721925860234
427;1527.72;21904.1;20395.52713189573;1508.5728681042674
428;1530.9;22082.8;20422.69029223866;1660.1097077613376
429;1534.08;22089.1;20449.816075161707;1639.2839248382916
430;1537.26;22224.3;20476.903283984902;1747.396716015097
431;1540.44;22438.1;20503.950738421117;1934.1492615788811
432;1543.61;22597.6;20530.957275657176;2066.6427243428225
433;1546.79;22961.9;20557.92175222139;2403.9782477786102
434;1549.96;23137.4;20584.84304530848;2552.5569546915212
435;1553.14;23424.4;20611.720056152935;2812.679943847066
436;1556.31;23656.3;20638.551711514792;3017.748288485207
437;1559.48;23739.2;20665.336966280873;3073.863033719128
438;1562.65;23843.0;20692.074805515487;3150.9251944845128
439;1565.81;24124.0;20718.764245021557;3405.235754978443
440;1568.98;24302.9;20745.40433211125;3557.49566788875
441;1572.14;24613.2;20771.994148149082;3841.2058518509184
442;1575.31;24837.1;20798.532810074503;4038.5671899254958
443;1578.47;25095.7;20825.019473239;4270.680526761
444;1581.63;25036.0;20851.453333379734;4184.5466666202665
445;1584.79;25242.9;20877.83362894065;4365.066371059351
446;1587.95;25279.3;20904.159640211143;4375.140359788857
